id_str,retweet_count,favorite_count
667192066997374976,87,338
667188689915760640,346,659
667182792070062081,5382,12760
667177989038297088,50,171
667176164155375616,395,533
667174963120574464,70,222
667171260800061440,72,188
667165590075940865,995,2410
667160273090932737,53,227
667152164079423490,14895,42901
667138269671505920,1911,4073
667119796878725120,112,293
667090893657276420,108,296
667073648344346624,105,359
667070482143944705,13,74
667065535570550784,40,146
667062181243039745,45,195
667044094246576128,43,167
667012601033924608,192,401
666996132027977728,80,216
666983947667116034,858,2289
666837028449972224,479,715
666835007768551424,68,187
666826780179869698,81,226
666817836334096384,217,454
666804364988780544,79,207
666786068205871104,419,666
666781792255496192,171,337
666776908487630848,151,309
666739327293083650,60,210
666701168228331520,186,377
666691418707132416,42,160
666649482315059201,541,1004
666644823164719104,71,212
666454714377183233,184,452
666447344410484738,19,93
666437273139982337,41,106
666435652385423360,42,140
666430724426358785,166,280
666428276349472768,67,141
666421158376562688,94,280
666418789513326592,39,109
666411507551481857,271,377
666407126856765440,30,95
666396247373291520,69,149
666373753744588802,75,165
666362758909284353,478,662
666353288456101888,58,181
666345417576210432,126,253
666337882303524864,80,168
666293911632134144,298,436
666287406224695296,57,125
666273097616637952,68,153
666268910803644416,34,91
666104133288665088,5591,13106
666102155909144576,11,67
666099513787052032,54,136
666094000022159362,64,143
666082916733198337,38,96
666073100786774016,134,276
666071193221509120,51,130
666063827256086533,182,409
666058600524156928,48,101
666057090499244032,114,255
666055525042405380,200,380
666051853826850816,721,1050
666050758794694657,50,118
666049248165822465,37,91
666044226329800704,117,251
666033412701032449,36,102
666029285002620928,39,115
666020888022790149,431,2312
